Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['Anthony Hill'],2002-09-02,"The dark clouds returned and gathered about the boy. His eyes grew distant, and he began to tremble. He heard not only shells exploding, but the cries of dying men . . . He was stumbling over churned earth, looking into the face of an officer, bloodied red as the poppies, ripped apart in the Flanders mud . . . A small boy, an orphan of the First World War, wanders into the Australian airmen's mess in Germany, on Christmas Day in 1918. A strange boy, with an uncertain past and an extraordinary future, he became a mascot for the air squadron and was affectionately named 'Young Digger'. And in one of the most unusual incidents ever to emerge from the battlefields of Europe after the Great War, this solitary boy was smuggled back to Australia by air mechanic Tim Tovell, a man who cared for the boy so much that he was determined, however risky, to provide Young Digger with a new family and a new life in a new country, far from home. Visit anthonyhillbooks.com",9780141000626,0141000627,309.0,['Juvenile Nonfiction'],NOT_MATURE,en,0141000627
,"['David H. Hackworth', 'Eilhys England']",2003-05-06,"The commanding officer of an infantry battalion in Vietnam in 1969 recounts how he took over a demoralized unit of ordinary draftees and turned it into an elite fighting force, and describes its accomplishments.",9780743246132,0743246136,466.0,['History'],NOT_MATURE,en,0743246136
,,,,,,,,,,0757300898
,['John B. Keane'],1991,"The Field is John B. Keane's fierce and tender study of the love a man can have for land and the ruthless lengths he will go to in order to obtain the object of his desire. It is dominated by Bull McCabe, one of the most famous characters in Irish writing today. An Oscar-nominated adaptation of The Field proved highly successful and popular worldwide, and starred Richard Harris, John Hurt, Brenda Fricker and Tom Berenger.",0853429766,9780853429760,81.0,['Drama'],NOT_MATURE,en,0853429766
,['Mary Morris'],2002-12-05,"Women move through the world differently from men. The constraints and perils, the perceptions and complex emotions women journey with are different. For many women, the inner landscape is as important as the outer. This does not mean that the woman traveller is not politically aware, historically astute or in touch with the customs and language of the place, but it does mean that a woman cannot travel and not be aware of her body and the limitations her sex presents.",0316858315,9780316858311,246.0,['Travel'],NOT_MATURE,en,0316858315
,,,,,,,,,,0307105067
,,,,,,,,NOT_MATURE,en,155773416X
,['Malcolm Hillier'],2000-01-01,"Offering 100,000 menu combinations for quick cooking and easy entertaining for every season of the year, this split-page format book aims to enable you to compose easy menus with style. It comprises 150 recipes which are organized into 10-minute, 20-minute and 30-minute time bands.",075132079X,9780751320794,127.0,['Cookery'],NOT_MATURE,en,075132079X
,,,,,,,,,,1876719567
,['Bill Granger'],2000,"Introduces the fresh produce, multicultural influences, light-filled environments of food in sydney.",0864119917,9780864119919,200.0,['Cookery'],NOT_MATURE,en,0864119917
,,,,,,,,,,1566199212
,,,,,,,,,,0146001826
,['Charles Addams'],2002,"Traditional Mother Goose rhymes illustrated by the cartoonist who created ""The Addams Family.""",0689848749,9780689848742,64.0,['Juvenile Fiction'],NOT_MATURE,en,0689848749
,,,,,,,,,,0373301855
,['Daniel P. Mannix'],1999-05-01,"Meet the strangest people who ever lived! Read all about: · the notorious love affairs of midgets · the strange sex lives of Siamese twins · the dwarf clown's wife whose feet grew directly from her body · the mule-faced woman whose son became her manager · the unusual amours of Jolly Daisy, the fat woman · the famous pinhead who inspired Verdi's Rigoletto · the tragedy of Betty Lou Williams and her parasitic twin · the midget, only 34 inches tall, who was happily married to a 264-pound wife · the human torso who could sew, crochet, and type · and bizarre accounts of normal humans turned into freaks-either voluntarily or by evil design! Originally printed in a small edition and withdrawn by the publisher after one month, this book (out of print for nearly 20 years), is brought back to eye-popping life with many new photos. Daniel P. Mannix, now enjoying a cult revival, is the author of noir classics such as Those About to Die, The History of Torture, The Hell-fire Club, Memoirs of a Sword Swallower, The Beast (the first biography of Aleister Crowley to enjoy wide readership), and many others. A former sword-swallower, fire-eater, fakir and world traveler, Mr. Mannix still lives on the family farm with his falcon, miniature horses and reptile collection.",0965104257,9780965104258,94.0,['Social Science'],NOT_MATURE,en,0965104257
,['Gina Spadofori'],1996-09-06,An easy to follow program about puppies and dogs.,PSU:000032186178,,360.0,['Crafts & Hobbies'],NOT_MATURE,en,1568848617
,"[""Crohn's & Colitis Foundation""]",1983-10-15,"Advance praise for The Crohn's Disease and Ulcerative Colitis Fact Book: ""Crohn's disease nearly took my life and dream of running in the Olympics. This book is helping me control my disease and stay in training."" —Rene Felton, Track and Field National Record Holder ""A much needed and valuable resource for IBD patients, their families, and physicians towards understanding IBD."" —Kurt J. Isselbacher, M.D., Mallinckrodt Professor of Medicine, Harvard Medical School; Chief, Gastrointestinal Unit, Massachusetts General Hospital ""Since IBD has touched my family I can well understand how this book can offer understanding and hope to all of us."" —Gary Collins, Host, Hour Magazine ""An invaluable book not only for patients but for doctors as well. Anyone connected with IBD will profit from reading it."" —Henry D. Janowitz, M.D., Clinical Professor of Medicine and Director of IBD Unit, Mount Sinai School of Medicine ""This text gave me a better insight into my illness. I have found that knowing what to expect makes coping with the disease easier."" —Rolf Benirschke, Placekicker, San Diego Chargers",0684179679,9780684179674,208.0,['Health & Fitness'],NOT_MATURE,en,0684179679
,['Laurel Holliday'],1998-03,A collection of young people's experiences of the violence in Northern Ireland shares their thoughts on growing up with fear,9780671537388,0671537385,390.0,['Social Science'],NOT_MATURE,en,0671537385
,['Robyn Donald'],1995,"Tiger Eyes by Robyn Donald released on Jun 23, 1995 is available now for purchase.",0373117558,9780373117550,189.0,['Fiction'],NOT_MATURE,en,0373117558
,['Germaine Greer'],1995,"""Based in part on a previously published work, this book takes the theme of women and literature and looks at the woman poet."" - COPAC.",STANFORD:36105018274741,,570.0,['English poetry'],NOT_MATURE,en,0670849146
,['Elizabeth Kane Buzzelli'],1983,,0553237403,9780553237405,301.0,['Detroit (Mich.)'],NOT_MATURE,en,0553237403
,"['William B. Salt', 'Neil F. Neimark']",2002,"One in five people suffer from Irritable Bowel Syndrome (IBS), colitis, or other functional bowel disorders. As a result, IBS is the second-leading cause of worker absenteeism. Sufferers will find an effective 8-step plan that includes learning about the causes of the disorders, the different types of disorders, looking at family history, doing self-tests, identifying problems with diet, and establishing a personalized healing plan. This book provides a holistic approach to controlling or even eliminating distressing gastrointestinal symptoms.",UOM:49015002613272,,284.0,['Health & Fitness'],NOT_MATURE,en,0965703851
,['Billie Green'],1984,,055321649X,9780553216493,182.0,,NOT_MATURE,en,055321649X
,"['Frank Spencer Mead', 'Samuel S. Hill', 'Craig D. Atwood']",2001,"Entries on major Christian denominations in the US give information on their historical background, their teachings, and their polity or structure of governance. Included are statistics on the number of churches and church members and information about church-related schools and institutions. There",UOM:39076002093453,,397.0,['Religion'],NOT_MATURE,en,0687069831
,['Del James'],1995-01-01,"With an introduction by W. Axl Rose Del James unleashes an extraordinary collection of snapshots from hell—our hell. Here are spine-chilling stories of everyday people, all caught up in terrible urges—sex and obsession, addiction and violence—all sharing the universal language of fear. . . . A heavy-metal dreamer locked in a savage war with his television set. An artist seduced by a vampire. Two boys trapped by an urban legend come to life—or a drug-induced nightmare. A modern-day gladiator engaged in a brutal death match. A rock-and-roll star who years to be with the one good woman he has ever known—and so ignites a blaze of mad destruction. Praise for The Language of Fear “The Language of Fear is spoken in tunes of rock'n'roll, of barking dogs and net-trapped fish, of acid-sizzled flesh and tattoo needles, and after these few lessons, you'll speak it too.”—Cemetery Dance “Pissed-off, heartbroken rock'n'roll horror: surprisingly tender, garage-band crude, savage as a shotgun blast and audacious as an exit wound.”—John Skipp “After a hard day in Hell, James writes down what he saw. Good reading.”—John Shirley “Best described as an updated Night Shift, the contemporary tales [are] short and nasty.”—Cindy Baum, Scream Magazine",9780440217121,0440217121,0.0,['Fiction'],NOT_MATURE,en,0440217121
